Id,date,org,tld,ccs,bcced,mail_type,images,urls,salutations,designation,chars_in_subject,chars_in_body,label
21826,"Fri, 16 Mar 2018 12:06:03 +0000 (UTC)",gmail,com,0,0,multipart/alternative,0,9,0,0,72,12929,0
21827,15 Mar 2018 23:00:59 -0400,ni,com,0,0,multipart/alternative,7,47,1,0,72,33518,3
21828,"Wed, 31 Aug 2016 02:49:07 -0700",,,0,0,multipart/alternative,0,12,1,0,53,10677,0
21829,"Mon, 8 Oct 2018 09:46:07 +0200 (CEST)",updates,bookmyshow.com,0,0,text/html,15,40,0,0,41,18942,3
21830,"Wed, 13 Jul 2016 10:07:39 +0000",topresume,com,0,0,multipart/alternative,1,7,0,0,39,3771,0
21831,"Sun, 28 Jan 2018 18:43:30 +0000",gc,email.amazon.in,0,0,multipart/alternative,4,28,1,0,55,22089,0
21832,"Mon, 14 Aug 2017 17:19:17 +0530",iiitd,ac.in,5,0,multipart/mixed,0,0,0,0,60,528767,2
21833,"Fri, 18 Nov 2016 09:10:08 +0000",twitter,com,0,0,multipart/alternative,38,275,0,0,66,136485,1
21834,"Sat, 29 Jul 2017 13:54:45 +0530",dominos,co.in,0,0,text/html,5,22,1,0,30,12851,0
21835,"Wed, 14 Mar 2018 11:36:10 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,77,4,3
21836,"Fri, 24 Apr 2015 15:24:02 +0000",youtube,com,0,0,multipart/alternative,22,79,1,0,94,60609,1
21837,"Wed, 27 Mar 2019 12:05:36 +0000",signalprocessingsociety,org,0,0,multipart/alternative,9,59,1,0,155,88730,3
21838,"Wed, 19 Sep 2018 20:55:26 -0600",e,crazydomains.com,0,0,multipart/alternative,7,40,0,0,59,40917,3
21839,"Sat, 4 Aug 2018 10:03:25 +0000",amazon,in,0,0,multipart/alternative,18,114,0,0,30,50808,3
21840,"Thu, 4 Aug 2016 14:37:06 +0530",iiitd,ac.in,2,0,multipart/alternative,0,1,0,0,43,21695,2
21841,"Tue, 30 May 2017 09:03:46 +0000",udacity,com,0,0,multipart/alternative,7,39,1,1,79,48039,3
21842,"Mon, 16 Apr 2018 18:22:18 +0000",symless,com,0,0,multipart/alternative,7,38,0,0,57,70138,3
21843,"Sun, 3 Jun 2018 15:06:45 +0000",,,0,0,text/html,8,18,0,0,56,28845,0
21844,"Tue, 27 Sep 2016 16:57:00 +0000",usebackpack,com,0,0,text/html,4,16,0,0,36,24914,0
21845,"Tue, 26 May 2015 18:11:17 +0000 (UTC)",quora,com,0,0,multipart/alternative,0,14,1,0,85,12515,1
21846,"Sat, 30 Jan 2016 13:42:57 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,27,43481,2
21847,"Fri, 17 Nov 2017 16:38:15 +0000",symless,com,0,0,multipart/alternative,16,36,1,0,133,50382,3
21848,"Tue, 16 Jan 2018 22:43:50 +0000 (UTC)",github,com,1,0,multipart/alternative,2,13,0,0,55,2383,2
21849,"Sat, 15 Jul 2017 09:12:21 +0000",redwolf,in,0,0,multipart/alternative,3,17,0,0,53,4457,3
21850,"Sat, 12 Aug 2017 17:12:23 +0000",twitter,com,0,0,multipart/alternative,17,77,0,1,33,43501,1
21851,"Fri, 16 Feb 2018 10:13:26 +0530",newsletter,speakingtree.in,0,0,multipart/alternative,12,64,0,0,48,28589,3
21852,"Tue, 12 Dec 2017 14:28:17 +0530",iiitd,ac.in,0,0,multipart/mixed,2,16,1,1,34,18949921,2
21853,"Sat,  7 Oct 2017 11:54:51 +0530 (IST)",sampark,gov.in,0,0,text/html,30,62,0,0,41,38033,3
21854,"Fri, 29 Sep 2017 07:39:04 +0530 (IST)",indiatimes,com,0,0,text/html,11,170,0,0,42,101330,3
21855,"Thu, 13 Apr 2017 07:32:47 +0000",notifications,pinterest.com,0,0,multipart/alternative,8,44,0,0,56,46341,1
21856,"Wed, 06 Mar 2019 07:00:00 +0000 (UTC)",medium,com,0,0,multipart/alternative,25,189,1,1,177,82565,0
21857,"Wed, 30 Nov 2016 09:20:49 +0530",iiitd,ac.in,1,0,multipart/alternative,0,3,1,0,41,1740,2
21858,"Sat, 17 Sep 2016 09:32:16 +0000",twitter,com,0,0,multipart/alternative,30,180,0,0,97,93188,1
21859,"Mon, 25 Feb 2019 01:42:07 +0530",sbi,co.in,0,0,text/plain,0,0,0,0,57,693,0
21860,"Thu, 31 Aug 2017 12:56:45 +0530",iiitd,ac.in,4,0,multipart/alternative,0,2,1,0,39,1835,0
21861,"Sun, 09 Jun 2019 04:59:21 -0700",google,com,0,0,text/html,20,84,0,0,32,24381,0
21862,"Wed, 31 Jan 2018 14:47:35 +0000",overleaf,com,0,0,multipart/alternative,9,119,0,1,65,88421,3
21863,"Sat, 25 May 2019 03:02:59 +0000",quora,com,0,0,multipart/alternative,4,103,1,0,107,99049,0
21864,"Tue, 8 Mar 2016 12:56:51 +0530",iiitd,ac.in,4,0,multipart/related,0,0,1,0,84,398098,2
21865,"Sat, 02 Nov 2019 12:50:55 +0000 (UTC)",flipkartletters,com,0,0,multipart/alternative,38,96,1,0,41,59051,3
21866,"Sun, 30 Sep 2018 01:37:31 +0000 (UTC)",flipkartletters,com,0,0,multipart/alternative,24,61,1,0,35,38810,3
21867,"Tue, 30 Aug 2016 01:23:25 -0500 (CDT)",amazon,com,0,0,multipart/alternative,17,67,0,0,33,26759,0
21868,"Mon, 14 Aug 2017 22:09:58 -0600",newsgram,hp.com,0,0,multipart/alternative,20,124,0,0,83,59402,3
21869,"Sun, 6 Mar 2016 13:23:11 +0530",iiitd,ac.in,3,0,multipart/alternative,0,11,1,1,41,5621,2
21870,"Thu, 18 Apr 2019 13:52:45 +0530",saavnletters,com,0,0,multipart/alternative,1,6,1,0,52,7378,0
21871,"Wed, 26 Apr 2017 13:47:52 +0000",hackerearth,com,0,0,multipart/alternative,4,17,0,0,42,10830,3
21872,"Sat, 20 Apr 2019 03:27:01 -0700",google,com,0,0,text/html,6,28,0,0,37,9399,0
21873,"Fri, 22 Feb 2019 14:02:30 +0000",google,com,0,0,text/plain,0,2,0,0,84,643,0
21874,"Thu, 21 Jul 2016 12:40:04 +0000",usebackpack,com,0,0,text/html,3,14,0,0,33,24661,0
21875,"Thu, 7 Jul 2016 14:05:15 +0000",usebackpack,com,0,0,text/html,4,14,0,0,35,25010,0
21876,"Mon, 27 Aug 2018 17:27:31 +0530",airvistara,com,0,0,multipart/alternative,11,38,0,0,33,9601,3
21877,"Mon, 15 Feb 2016 09:17:30 +0000",twitter,com,0,0,multipart/alternative,15,130,0,0,61,73188,1
21878,"Fri, 22 May 2015 12:05:12 +0000",twitter,com,0,0,multipart/alternative,8,49,0,0,92,40889,1
21879,"Fri, 2 Sep 2016 13:42:32 +0530",iiitd,ac.in,0,0,multipart/alternative,0,0,1,0,18,1767,2
21880,"Sun, 11 Dec 2016 02:43:49 +0000",youtube,com,0,0,multipart/alternative,18,71,0,0,198,66037,1
21881,"Tue, 19 Feb 2019 05:10:42 -0800",google,com,0,0,text/html,14,60,1,0,36,17931,0
21882,"Mon, 26 Sep 2016 12:50:52 +0530",iiitd,ac.in,0,0,multipart/related,0,0,0,0,16,181582,2
21883,"Mon, 20 Nov 2017 11:13:01 -0800",youtube,com,0,0,multipart/alternative,38,127,1,1,92,80962,1
21884,22 May 2017 11:05:07 +0100,trm,brassring.com,0,0,multipart/alternative,0,2,0,0,26,2217,0
21885,"Thu, 08 Mar 2018 12:51:31 +0000",kotak,in,0,0,text/html,0,17,1,0,62,9065,0
21886,"Fri, 14 Jul 2017 07:10:14 -0600",news,foodpanda.in,0,0,multipart/alternative,15,50,1,0,107,55283,3
21887,"Mon, 14 Oct 2019 02:52:02 +0530",sbi,co.in,0,0,text/html,1,1,0,0,35,696,0
21888,"Thu, 30 Nov 2017 10:56:41 +0100",reply,ebay.in,0,0,multipart/alternative,38,137,1,0,51,89264,3
21889,"Mon, 21 Nov 2016 15:03:38 +0530",iiitd,ac.in,2,0,multipart/related,0,0,0,0,30,1214,2
21890,"Fri, 15 Apr 2016 20:24:25 +0000",topcoder,com,0,0,multipart/alternative,11,57,0,0,64,69265,0
21891,"Wed, 12 Dec 2018 06:18:43 +0000",,,1,0,multipart/alternative,0,3,1,0,41,6896,0
21892,"Sat, 6 Jul 2019 15:43:15 +0000",mailer,netflix.com,0,0,multipart/alternative,6,31,0,0,34,27542,0
21893,"Thu, 15 Jun 2017 00:02:29 +0000",amazon,in,0,0,multipart/alternative,7,117,0,0,30,53248,3
21894,"Thu, 3 Mar 2016 13:55:08 +0530",iiitd,ac.in,2,0,multipart/related,0,5,0,0,35,23532,2
21895,"Wed, 06 Jun 2018 10:39:09 +0000 (UTC)",angel,co,0,0,text/html,5,27,0,0,58,18414,0
21896,"Sun, 10 Jul 2016 11:04:21 +0000",iiitd,ac.in,0,0,multipart/mixed,0,2,0,0,113,1803,0
21897,"Thu, 4 Oct 2018 17:27:07 +0200 (CEST)",updates,bookmyshow.com,0,0,text/html,17,37,0,0,39,17827,3
21898,"Fri, 11 Mar 2016 20:58:26 +0530",iiitd,ac.in,0,0,multipart/alternative,0,3,1,0,46,2839,2
21899,"Wed, 25 Oct 2017 16:16:07 +0000",twitter,com,0,0,multipart/alternative,11,50,0,0,48,29720,1
21900,"Sun, 16 Apr 2017 17:51:40 +0530",statebankrewardz,com,0,0,text/html,4,19,0,0,52,9506,3
21901,1 Aug 2016 17:33:48 +0530,cocubes,com,0,0,text/html,1,6,1,0,40,6922,0
21902,"Fri, 07 Apr 2017 15:30:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
21903,"Thu, 27 Jun 2019 05:19:48 -0700",google,com,0,0,text/html,6,28,0,0,36,9675,0
21904,"Mon, 06 Jul 2015 07:15:22 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,36,26907,0
21905,"Thu, 20 Dec 2018 10:56:29 +0000",amazon,fr,0,0,multipart/alternative,17,187,1,0,99,75235,3
21906,"Fri, 07 Apr 2017 10:10:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
21907,"Wed, 27 Feb 2019 12:18:29 -0600 (CST)",nvidia,com,0,0,multipart/alternative,9,36,0,0,26,35604,0
21908,"Wed, 04 Jul 2018 10:12:34 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,3,13,0,0,44,11707,0
21909,"Tue, 12 Jan 2016 17:26:19 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,35,26851,0
21910,"Fri, 11 May 2018 12:15:08 +0000",airtable,com,0,0,multipart/alternative,1,10,0,0,87,11248,0
21911,"Thu, 3 Mar 2016 10:47:20 +0530",iiitd,ac.in,2,0,multipart/alternative,0,1,1,1,57,37165,2
21912,"Fri, 11 Aug 2017 03:58:06 +0000",m,mail.coursera.org,0,0,multipart/alternative,16,83,1,1,33,60967,3
21913,"Mon, 04 Jun 2018 00:14:19 +0000",account-nvidia,com,0,0,multipart/alternative,7,23,0,0,25,15976,0
21914,"Thu, 27 Jun 2019 03:33:48 -0500 (CDT)",nvidia,com,0,0,multipart/alternative,9,34,0,1,39,38341,3
21915,"Wed, 17 Apr 2019 23:58:58 -0700",google,com,0,0,text/html,2,12,0,0,36,4434,0
21916,"Fri, 9 Mar 2018 15:23:57 +0530",iiitd,ac.in,0,0,multipart/alternative,0,6,1,0,104,36410,2
21917,"Tue, 22 Dec 2015 11:02:14 +0000 (UTC)",piazza,com,0,0,multipart/alternative,0,9,1,1,10,2985,0
21918,"Sat, 12 Jan 2019 06:40:42 -0800",google,com,0,0,text/html,12,52,0,0,37,15421,0
21919,"Thu, 19 Apr 2018 00:19:36 +0000",amazon,in,0,0,multipart/alternative,14,110,0,0,41,48784,3
21920,"Mon, 04 Feb 2019 14:58:38 +0000",quora,com,0,0,multipart/alternative,2,60,0,1,174,68012,0
21921,"Sat, 09 Jan 2016 14:09:24 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,38,26954,0
21922,"Wed, 30 Sep 2015 06:59:50 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,35,26865,0
21923,"Mon, 8 Aug 2016 08:39:17 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,12,75,0,0,48,56404,1
21924,"Fri, 20 Jan 2017 15:36:55 +0530",iiitd,ac.in,1,0,multipart/related,0,0,0,0,76,377147,2
21925,"Mon, 04 Sep 2017 14:59:20 +0000 (UTC)",udacity,com,0,0,multipart/alternative,12,59,0,1,71,98529,3
21926,"Thu, 15 Jun 2017 09:23:56 +0530",iiitd,ac.in,2,0,multipart/alternative,0,6,1,0,20,5867,2
21927,"Fri, 11 Dec 2015 09:52:27 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,39,27080,0
21928,"Tue, 23 Jan 2018 07:18:57 -0800 (PST)",quora,com,0,0,multipart/alternative,14,108,0,1,130,102236,1
21929,"Mon, 15 Aug 2016 13:23:20 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,22,1,0,25,25626,1
21930,"Tue, 13 Sep 2016 17:50:13 +0000",hackerrankmail,com,0,0,multipart/alternative,1,11,0,0,46,35794,0
21931,"Thu, 24 May 2018 21:19:21 +0000 (UTC)",splitwise,com,0,0,text/html,1,5,0,0,43,6986,0
21932,"Thu, 20 Oct 2016 16:07:48 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,64,3857,2
21933,"Mon, 28 Mar 2016 13:46:44 +0530",iiitd,ac.in,8,0,multipart/alternative,2,2,1,0,150,18774,2
21934,"Thu, 29 Mar 2018 16:21:05 +0530",rs-components,co.in,0,0,multipart/alternative,6,17,1,0,35,12935,3
21935,"Fri, 11 Nov 2016 20:39:17 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,4,26,0,0,45,20589,1
21936,"Thu, 17 Nov 2016 06:25:40 +0000",usebackpack,com,0,0,text/html,4,14,0,0,38,24941,0
21937,"Sat, 03 Aug 2019 02:49:51 +0000",quora,com,0,0,multipart/alternative,5,92,0,0,112,96355,0
21938,"Thu, 31 May 2018 15:47:06 +0000",kotak,in,0,0,text/html,0,13,1,0,43,8920,0
21939,"Mon, 5 Nov 2018 13:05:46 +0000",centralesupelec,fr,0,0,text/html,6,36,0,0,54,127617,2
21940,"Fri, 07 Apr 2017 10:20:01 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
21941,"Thu, 17 Mar 2016 13:12:27 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,0,0,17,3059,2
21942,"Mon, 4 Apr 2016 10:27:31 +0530",iiitd,ac.in,1,0,multipart/mixed,0,6,1,0,34,1250496,2
21943,"Mon, 05 Feb 2018 10:30:41 +0000",kotak,in,0,0,text/html,0,17,1,0,62,9065,3
21944,"Wed, 10 Jan 2018 00:13:01 +0000",amazon,in,0,0,multipart/mixed,0,0,0,0,48,4,3
21945,"Wed, 3 Oct 2018 15:55:58 +0200 (CEST)",updates,bookmyshow.com,0,0,text/html,19,42,0,0,42,21100,0
21946,"Fri, 6 Jan 2017 17:51:33 +0530",iiitd,ac.in,0,0,multipart/related,0,0,0,0,97,526636,2
21947,"Mon, 02 Nov 2015 14:43:02 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27063,0
21948,"Mon, 07 Dec 2015 05:23:22 -0800",github,com,0,0,text/plain,0,3,0,0,53,852,0
21949,"Tue, 25 Sep 2018 10:48:17 +0000",quora,com,0,0,multipart/alternative,6,14,0,0,100,13066,1
21950,"Mon, 11 Mar 2019 15:44:02 +0100",centralesupelec,fr,0,0,multipart/alternative,0,3,0,0,191,17640,2
21951,"Tue, 29 May 2018 11:06:05 -0700 (PDT)",quora,com,0,0,multipart/alternative,14,114,1,1,55,105416,1
21952,"Thu, 28 Sep 2017 16:37:52 +0530",statebankrewardz,com,0,0,text/html,4,21,0,0,44,9779,3
21953,"Tue, 11 Apr 2017 22:01:43 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,7,26,0,0,43,20825,1
21954,"Fri, 09 Mar 2018 15:48:07 -0800",email,nvidia.com,0,0,text/html,10,37,1,0,60,43101,3
21955,"Fri, 6 Jul 2018 09:05:51 +0000",amazon,in,0,0,multipart/alternative,8,103,0,0,38,44197,3
21956,"Sat, 28 Jul 2018 11:08:58 +0200 (CEST)",updates,bookmyshow.com,0,0,text/html,13,33,1,0,44,16290,0
21957,"Wed, 10 Aug 2016 21:03:06 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,44,7124,2
21958,"Mon, 15 May 2017 19:51:08 +0000",twitter,com,0,0,multipart/alternative,7,56,0,0,61,21569,1
21959,"Tue, 14 Mar 2017 10:11:11 -0700",mentor,com,0,0,multipart/alternative,4,18,0,0,52,8145,3
21960,"Thu, 18 Apr 2019 06:20:00 +0000 (UTC)",medium,com,0,0,multipart/alternative,31,197,1,1,108,88281,0
21961,"Fri, 07 Apr 2017 15:12:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
21962,"Thu, 10 Mar 2016 02:34:58 -0800 (PST)",quora,com,0,0,multipart/alternative,8,104,0,1,120,84842,1
21963,"Sun, 22 Jan 2017 21:59:30 +0000",iiitd,ac.in,0,0,multipart/alternative,0,29,1,0,34,20001,2
21964,"Fri, 25 May 2018 12:03:09 +0530",mails,travel-makemytrip.com,0,0,multipart/alternative,13,46,0,0,26,10862,3
21965,"Sun, 11 Dec 2016 17:05:13 +0000",topcoder,com,0,0,multipart/alternative,2,16,1,1,74,37380,0
21966,7 Sep 2016 17:53:54 +0530,cocubes,com,0,0,text/html,1,6,1,1,37,6919,0
21967,"Sun, 22 Nov 2015 02:51:12 -0500",notifications,freelancer.com,0,0,multipart/alternative,7,57,1,0,90,44045,0
21968,"Mon, 14 Nov 2016 09:04:56 -0600 (CST)",springboard,com,0,0,multipart/alternative,0,13,0,1,52,13818,0
21969,"Sun, 13 May 2018 08:59:39 +0000",amazon,in,0,0,multipart/alternative,35,262,0,0,39,113938,3
21970,"Mon, 31 Jul 2017 16:51:42 +0000",box8letters,com,0,0,multipart/mixed,2,26,0,0,77,161945,0
21971,"Wed, 24 Oct 2018 19:33:10 +0530",inoxmovies,com,0,0,multipart/alternative,1,7,0,0,37,2819,3
21972,"Thu, 24 May 2018 09:44:25 +0000",m,mail.coursera.org,0,0,multipart/alternative,21,131,0,0,48,88010,0
21973,"Wed, 22 Jul 2015 12:51:13 +0000",twitter,com,0,0,multipart/alternative,9,54,0,0,55,43035,1
21974,"Tue, 17 Nov 2015 14:19:52 +0000",usebackpack,com,0,0,multipart/alternative,4,17,0,0,34,29685,0
21975,"Fri, 01 Dec 2017 14:35:41 +0000 (UTC)",flipkartletters,com,0,0,text/html,32,77,0,0,48,52433,3
21976,"Fri, 11 Jan 2019 11:20:51 +0100",ecp,fr,0,0,multipart/mixed,0,1,1,0,58,100224,2
21977,"Wed, 9 Nov 2016 11:20:31 +0530",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,99,10870,2
21978,"Sun, 19 Jun 2016 09:29:16 +0000",twitter,com,0,0,multipart/alternative,7,54,0,0,66,39685,1
21979,"Mon, 1 Aug 2016 20:58:47 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,34,7299,2
21980,"Thu, 17 Nov 2016 21:42:39 +0530",gmail,com,0,0,multipart/mixed,0,0,0,0,68,65844,0
21981,"Fri, 4 Nov 2016 16:19:57 +0530",iiitd,ac.in,0,0,multipart/mixed,0,0,1,0,36,3987880,2
21982,"Mon, 12 Oct 2015 12:38:12 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,37,27319,0
21983,"Sat, 26 Mar 2016 21:30:54 +0530",iiitd,ac.in,8,0,multipart/alternative,0,0,1,0,93,2752,2
21984,"Fri, 12 Apr 2019 07:00:00 +0000 (UTC)",medium,com,0,0,multipart/alternative,30,180,1,0,149,79000,0
21985,"Sun, 6 Mar 2016 00:43:13 +0530",iiitd,ac.in,0,0,multipart/alternative,0,2,1,0,37,3601,2
21986,04 Sep 2018 21:26:33 +0530,,,0,0,text/plain,0,0,0,0,57,675,0
21987,"Fri, 14 Sep 2018 09:10:44 -0500 (CDT)",springboard,com,0,0,multipart/alternative,0,16,0,1,42,15030,0
21988,"Wed, 24 Jul 2019 14:26:54 -0700",google,com,0,0,multipart/alternative,3,17,0,0,50,4933,0
21989,"Wed, 23 Aug 2017 19:02:59 +0000",account,pinterest.com,0,0,multipart/alternative,2,28,0,0,35,19712,0
21990,"Thu, 19 Apr 2018 16:44:53 +0000 (UTC)",angel,co,0,0,text/html,3,59,0,1,53,53571,0
21991,"Wed, 23 Dec 2015 20:05:47 +0000",coursera,org,0,0,multipart/alternative,8,107,0,1,35,91917,0
21992,"Thu, 19 Oct 2017 07:31:47 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,4,18,1,0,40,32326,0
21993,"Mon, 14 Nov 2016 17:47:35 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,17,69,0,1,91,77147,1
21994,"Fri, 1 Apr 2016 16:37:43 +0000",amazon,com,0,0,multipart/alternative,7,53,0,0,95,37367,0
21995,"Mon, 7 Nov 2016 16:55:40 +0530",iiitd,ac.in,0,0,multipart/alternative,0,35,1,0,37,17578,2
21996,"Mon, 1 Aug 2016 18:18:43 +0530",iiitd,ac.in,3,0,multipart/alternative,0,0,1,0,39,1647,2
21997,"Sat, 2 Dec 2017 19:57:25 +0000",topcoder,com,0,0,multipart/alternative,7,39,1,0,173,37658,0
21998,"Wed,  9 Aug 2017 07:34:05 -0700 (PDT)",slack,com,0,0,multipart/alternative,2,18,0,0,43,17571,0
21999,"Thu, 25 Aug 2016 09:25:06 +0000 (UTC)",piazza,com,0,0,multipart/related,0,0,0,0,19,4,0
22000,"Tue, 09 Jul 2019 02:53:42 -0700",google,com,0,0,text/html,2,12,0,0,36,4296,0
22001,"Wed, 8 Aug 2018 05:47:21 -0700 (PDT)",iiitd,ac.in,0,0,multipart/mixed,0,0,0,0,43,4,2
22002,"Fri, 24 Nov 2017 11:02:39 +0530",iiitd,ac.in,1,0,multipart/mixed,0,0,0,0,57,63677,2
22003,"Tue, 25 Apr 2017 19:00:32 -0700",e,linkedin.com,0,0,multipart/mixed,0,0,0,0,38,4,1
22004,"Sat, 1 Apr 2017 00:33:08 +0000",duolingo,com,0,0,multipart/alternative,4,12,0,0,27,20216,0
22005,"Fri, 14 Jul 2017 07:24:09 -0700 (PDT)",makemytrip,com,0,0,multipart/mixed,0,32,1,0,71,51613,0
22006,"Fri, 3 Nov 2017 10:49:42 +0530 (IST)",indiatimes,com,0,0,text/html,11,159,1,0,94,83890,3
22007,"Sun, 20 Aug 2017 05:45:58 +0000",iiitd,ac.in,2,0,multipart/alternative,0,0,1,0,25,553,2
22008,"Wed, 20 Nov 2019 22:43:39 +0000",kaggle,intercom-mail.com,0,0,multipart/alternative,2,10,1,0,111,17146,0
22009,"Mon, 20 Feb 2017 10:45:44 +0530",iiitd,ac.in,3,0,multipart/alternative,0,1,1,1,41,6442,2
22010,"Wed, 19 Sep 2018 10:43:15 +0000",amazon,com,0,0,multipart/related,0,0,0,0,65,38848,0
22011,"Mon, 11 Dec 2017 11:01:13 +0000 (UTC)",github,com,2,0,multipart/alternative,2,15,0,0,79,2528,2
22012,"Mon, 18 Sep 2017 13:25:40 +0000 (UTC)",udacity,com,0,0,multipart/alternative,12,49,0,0,113,74451,3
22013,"Mon,  5 Oct 2015 01:30:24 -0700 (PDT)",slack,com,0,0,multipart/alternative,8,46,0,0,120,21645,0
22014,"Tue, 17 Jan 2017 13:08:28 +0530",iiitd,ac.in,3,0,multipart/alternative,0,2,1,0,30,3382,2
22015,"Sun, 19 Jul 2015 10:22:40 +0200",newsletter,foodpanda.in,0,0,multipart/alternative,5,20,0,0,53,19208,0
22016,"Wed, 02 Nov 2016 14:16:44 +0530",brandshop,co.in,0,0,multipart/alternative,2,13,0,0,66,3717,0
22017,"Fri, 30 Mar 2018 16:03:42 +0000 (UTC)",angel,co,0,0,text/html,1,28,0,0,56,28974,3
22018,"Wed, 04 Nov 2015 17:03:45 +0000",usebackpack,com,0,0,multipart/alternative,4,19,0,0,39,26961,0
22019,"Fri, 5 Aug 2016 19:42:02 +0530",iiitd,ac.in,1,0,multipart/alternative,0,0,1,0,34,7344,2
22020,"Wed, 28 Feb 2018 14:05:59 +0000",airtable,com,0,0,multipart/alternative,6,18,0,0,42,24293,0
22021,"Wed, 20 Jun 2018 13:05:33 +0000 (UTC)",udacity,com,0,0,multipart/alternative,10,41,0,0,59,61573,3
22022,"Mon, 17 Jul 2017 05:45:32 +0000",innerchef,com,0,0,multipart/alternative,9,48,0,0,55,50633,3
22023,"Fri, 27 Oct 2017 23:33:07 -0700",youtube,com,0,0,multipart/alternative,7,21,0,0,105,22673,1
22024,"Wed, 4 Oct 2017 16:55:44 +0000",symless,com,0,0,multipart/alternative,0,11,0,0,54,19654,3
22025,"Mon, 14 Aug 2017 14:59:32 +0000 (UTC)",udacity,com,0,0,multipart/alternative,11,46,0,0,112,53477,3
22026,"Thu, 24 Mar 2016 10:43:27 +0000",glassdoor,com,0,0,text/html,10,34,0,0,33,41126,0
22027,"Tue, 30 Jul 2019 01:58:49 -0700",google,com,0,0,text/html,12,52,0,0,36,15960,0
22028,"Mon, 01 Jul 2019 09:08:04 -0400",ieee,org,0,0,multipart/alternative,2,11,0,0,125,8694,0
22029,"Fri, 02 Sep 2016 08:41:13 +0000",twitter,com,0,0,multipart/alternative,7,52,0,0,60,40874,1
22030,"Mon, 12 Feb 2018 11:21:05 +0100",reply,ebay.in,0,0,multipart/alternative,5,78,0,0,87,36555,3
22031,"Tue, 11 Apr 2017 11:53:36 -0700",email,nvidia.com,0,0,text/html,9,33,0,0,57,41307,3
22032,"Wed, 16 May 2018 09:44:11 +0000 (UTC)",hackerearth,com,0,0,multipart/alternative,3,13,0,0,165,10327,3
22033,"Sat, 05 Mar 2016 11:06:28 +0000",usebackpack,com,0,0,multipart/alternative,3,17,0,0,34,30001,0
22034,"Fri, 04 Sep 2015 14:14:08 +0000",paytm,com,0,0,multipart/alternative,40,69,0,0,65,30699,0
22035,"Tue, 09 Oct 2018 15:07:28 +0000 (UTC)",flipkartletters,com,0,0,multipart/alternative,3,27,1,0,68,20278,3
22036,"Sun, 27 May 2018 15:15:36 -0700",steampowered,com,0,0,multipart/alternative,2,5,1,0,27,4518,0
22037,"Wed, 05 Sep 2018 23:55:46 +0000",google,com,0,0,multipart/alternative,8,20,1,0,23,17471,0
22038,"Mon, 2 Jan 2017 08:29:41 +0000 (UTC)",linkedin,com,0,0,multipart/alternative,15,71,0,0,47,57266,1
22039,"Wed, 28 Mar 2018 16:52:14 +0000",rapidapi,com,0,0,multipart/alternative,7,42,0,0,57,74165,3
22040,"Fri, 07 Apr 2017 15:28:00 +0530",nrsc,gov.in,0,0,multipart/alternative,0,4,1,0,32,1210,0
22041,"Thu, 17 Sep 2015 09:20:00 +0000",twitter,com,0,0,multipart/alternative,18,136,0,0,79,79381,1
22042,"Sat, 23 Mar 2019 21:28:34 +0000",amazon,fr,0,0,multipart/alternative,1,46,1,0,123,18300,3
22043,"Wed, 15 Aug 2018 13:14:36 +0000",academia-mail,com,0,0,multipart/alternative,1,13,0,0,34,33058,3
22044,"Wed, 17 Jul 2019 16:36:13 -0400",ieee,org,0,0,multipart/alternative,2,18,1,0,45,7250,0
22045,"Thu, 15 Dec 2016 06:08:29 -0800 (PST)",quora,com,0,0,multipart/alternative,10,102,0,0,125,86914,1
22046,"Thu, 3 May 2018 05:52:03 +0000",amazon,com,0,0,multipart/alternative,1,43,1,1,59,34075,0
22047,"Mon, 11 Jul 2016 19:22:50 +0000",springboard,com,0,0,multipart/alternative,0,18,0,1,56,14006,0
